userID	responseGiven	responseCharacter	stimType	trialNum	responseTime	stimulus_duration	mask_duration	blank_duration	feedback_duration	numFacesSeen	jitter	adaptation_duration	accuracyScore
23	68	D	0	31	696	199	0	50	1502	239	4	120010	1.000
23	68	D	0	32	620	200	0	49	1580	239	4	120010	1.000
23	83	S	0	33	876	198	0	0	1793	239	4	120010	0.000
23	NULL	NULL	0	34	2254	199	0	50	NULL	239	4	120010	0.000
23	68	D	0	35	751	198	0	50	1446	239	4	120010	1.000
23	83	S	1	36	834	199	0	51	1364	239	4	120010	1.000
23	83	S	1	37	1684	201	0	49	517	239	4	120010	1.000
23	68	D	1	38	611	200	0	51	1587	239	4	120010	0.000
23	83	S	1	39	547	199	0	51	1650	239	4	120010	1.000
23	83	S	0	40	396	198	0	49	1802	241	-2	120015	0.000
23	68	D	0	41	701	200	0	49	1498	241	-2	120015	1.000
23	68	D	0	42	652	198	0	50	1546	241	-2	120015	1.000
23	68	D	0	43	668	198	0	50	1530	241	-2	120015	1.000
23	68	D	0	44	860	200	0	49	1340	241	-2	120015	1.000
23	68	D	0	45	522	198	0	51	1675	241	-2	120015	1.000
23	83	S	0	46	618	198	0	51	1579	241	-2	120015	0.000
23	68	D	1	47	809	199	0	50	1387	241	-2	120015	0.000
23	68	D	1	48	1002	198	0	50	1197	241	-2	120015	0.000
23	68	D	0	49	792	199	0	50	1407	241	-2	120015	1.000
23	68	D	0	50	760	198	0	50	1438	241	-2	120015	1.000
23	68	D	1	51	1239	199	0	50	960	241	-2	120015	0.000
23	68	D	1	52	757	200	0	51	1441	241	-2	120015	0.000
23	68	D	1	53	1078	199	0	51	1121	241	-2	120015	0.000
23	83	S	1	54	627	199	0	51	1571	241	-2	120015	1.000
23	68	D	0	55	706	199	0	49	1493	241	-2	120015	1.000
23	68	D	0	56	864	199	0	50	1334	241	-2	120015	1.000
23	68	D	1	57	1166	200	0	50	1034	241	-2	120015	0.000
23	83	S	0	58	763	199	0	50	1435	241	-2	120015	0.000
23	83	S	0	59	920	199	0	50	1278	241	-2	120015	0.000
23	83	S	1	60	647	199	0	50	1552	245	3	120006	1.000
23	83	S	0	61	707	199	0	51	1490	245	3	120006	0.000
23	68	D	0	62	1027	200	0	49	1173	245	3	120006	1.000
23	68	D	0	63	698	198	0	51	1499	245	3	120006	1.000
23	68	D	0	64	809	199	0	50	1388	245	3	120006	1.000
23	83	S	1	65	713	201	0	51	1486	245	3	120006	1.000
23	83	S	1	66	677	200	0	49	1523	245	3	120006	1.000
23	68	D	0	67	649	198	0	51	1555	245	3	120006	1.000
23	68	D	0	68	1120	198	0	50	1078	245	3	120006	1.000
23	83	S	1	69	688	200	0	51	1511	245	3	120006	1.000
23	83	S	1	70	701	200	0	51	1498	245	3	120006	1.000
23	68	D	1	71	713	199	0	51	1485	245	3	120006	0.000
23	83	S	1	72	631	200	0	50	1568	245	3	120006	1.000
23	83	S	1	73	675	200	0	49	1525	245	3	120006	1.000
23	68	D	0	74	863	198	0	51	1334	245	3	120006	1.000
23	83	S	1	75	605	199	0	50	1594	245	3	120006	1.000
23	83	S	1	76	1229	201	0	50	971	245	3	120006	1.000
23	83	S	1	77	1062	199	0	50	1137	245	3	120006	1.000
23	83	S	0	78	948	199	0	49	1250	245	3	120006	0.000
23	83	S	1	79	770	200	0	50	1428	245	3	120006	1.000
23	83	S	1	80	504	200	0	51	1695	241	-5	120008	1.000
23	83	S	1	81	690	201	0	50	1510	241	-5	120008	1.000
23	83	S	0	82	683	198	0	50	1515	241	-5	120008	0.000
23	83	S	1	83	701	201	0	49	1499	241	-5	120008	1.000
23	83	S	0	84	647	198	0	50	1551	241	-5	120008	0.000
23	83	S	1	85	660	199	0	50	1538	241	-5	120008	1.000
23	68	D	0	86	784	199	0	51	1414	241	-5	120008	1.000
23	83	S	1	87	621	201	0	51	1578	241	-5	120008	1.000
23	83	S	1	88	938	201	0	52	1261	241	-5	120008	1.000
23	68	D	1	89	787	199	0	51	1410	241	-5	120008	0.000
23	83	S	1	90	638	200	0	50	1560	241	-5	120008	1.000
23	83	S	1	91	1050	200	0	49	1150	241	-5	120008	1.000
23	68	D	0	92	614	199	0	49	1585	241	-5	120008	1.000
23	83	S	1	93	675	200	0	51	1523	241	-5	120008	1.000
23	68	D	0	94	668	199	0	50	1530	241	-5	120008	1.000
23	68	D	0	95	731	199	0	51	1468	241	-5	120008	1.000
23	68	D	0	96	679	201	0	50	1521	241	-5	120008	1.000
23	83	S	1	97	771	201	0	50	1429	241	-5	120008	1.000
23	68	D	0	98	604	197	0	51	1593	241	-5	120008	1.000
23	83	S	1	99	952	200	0	49	1248	241	-5	120008	1.000
