userID	responseGiven	responseCharacter	stimType	trialNum	responseTime	stimulus_duration	mask_duration	blank_duration	feedback_duration	numFacesSeen	jitter	adaptation_duration	accuracyScore
22	83	S	0	35	1087	198	0	51	1110	245	4	120007	0.000
22	83	S	1	36	1136	198	0	51	1061	245	4	120007	1.000
22	83	S	1	37	928	200	0	50	1271	245	4	120007	1.000
22	68	D	1	38	913	198	0	51	1285	245	4	120007	0.000
22	83	S	1	39	723	199	0	51	1475	245	4	120007	1.000
22	83	S	0	40	1326	199	0	51	871	238	-4	119994	0.000
22	83	S	0	41	764	199	0	50	1435	238	-4	119994	0.000
22	83	S	0	42	826	197	0	51	1370	238	-4	119994	0.000
22	68	D	0	43	1561	197	0	50	637	238	-4	119994	1.000
22	83	S	0	44	1277	200	0	50	923	238	-4	119994	0.000
22	68	D	0	45	985	197	0	51	1212	238	-4	119994	1.000
22	68	D	0	46	1225	198	0	50	973	238	-4	119994	1.000
22	83	S	1	47	825	198	0	51	1373	238	-4	119994	1.000
22	68	D	1	48	746	199	0	50	1454	238	-4	119994	0.000
22	68	D	0	49	1381	201	0	49	819	238	-4	119994	1.000
22	83	S	0	50	1006	198	0	51	1192	238	-4	119994	0.000
22	68	D	1	51	840	201	0	50	1359	238	-4	119994	0.000
22	83	S	1	52	1430	198	0	51	765	238	-4	119994	1.000
22	83	S	1	53	741	199	0	50	1459	238	-4	119994	1.000
22	83	S	1	54	884	199	0	49	1314	238	-4	119994	1.000
22	83	S	0	55	901	199	0	50	1299	238	-4	119994	0.000
22	68	D	0	56	916	200	0	50	1284	238	-4	119994	1.000
22	68	D	1	57	835	200	0	49	1365	238	-4	119994	0.000
22	68	D	0	58	817	198	0	50	1382	238	-4	119994	1.000
22	68	D	0	59	1343	198	0	50	854	238	-4	119994	1.000
22	83	S	1	60	1326	199	0	50	873	242	1	119996	1.000
22	83	S	0	61	1064	199	0	50	1135	242	1	119996	0.000
22	68	D	0	62	773	199	0	49	1426	242	1	119996	1.000
22	83	S	0	63	738	197	0	51	1459	242	1	119996	0.000
22	83	S	0	64	1009	198	0	51	1188	242	1	119996	0.000
22	83	S	1	65	1360	199	0	50	839	242	1	119996	1.000
22	83	S	1	66	813	198	0	51	1384	242	1	119996	1.000
22	68	D	0	67	732	200	0	50	1469	242	1	119996	1.000
22	68	D	0	68	1587	197	0	51	610	242	1	119996	1.000
22	68	D	1	69	1003	199	0	49	1197	242	1	119996	0.000
22	68	D	1	70	1283	198	0	51	915	242	1	119996	0.000
22	83	S	1	71	768	198	0	50	1431	242	1	119996	1.000
22	83	S	1	72	990	199	0	50	1209	242	1	119996	1.000
22	83	S	1	73	1132	198	0	51	1065	242	1	119996	1.000
22	68	D	0	74	1452	200	0	50	747	242	1	119996	1.000
22	83	S	1	75	842	199	0	50	1357	242	1	119996	1.000
22	83	S	1	76	1461	198	0	50	738	242	1	119996	1.000
22	83	S	1	77	900	199	0	51	1299	242	1	119996	1.000
22	68	D	0	78	1022	197	0	51	1175	242	1	119996	1.000
22	83	S	1	79	717	201	0	49	1484	242	1	119996	1.000
22	83	S	1	80	1258	202	0	49	943	245	-3	119995	1.000
22	68	D	1	81	1236	198	0	51	962	245	-3	119995	0.000
22	68	D	0	82	1102	195	0	50	1094	245	-3	119995	1.000
22	83	S	1	83	718	198	0	51	1480	245	-3	119995	1.000
22	68	D	0	84	826	197	0	50	1372	245	-3	119995	1.000
22	83	S	1	85	936	200	0	49	1264	245	-3	119995	1.000
22	83	S	0	86	980	199	0	51	1219	245	-3	119995	0.000
22	83	S	1	87	688	200	0	49	1512	245	-3	119995	1.000
22	68	D	1	88	764	198	0	50	1435	245	-3	119995	0.000
22	83	S	1	89	1258	200	0	50	943	245	-3	119995	1.000
22	68	D	1	90	1120	199	0	50	1079	245	-3	119995	0.000
22	83	S	1	91	757	200	0	51	1442	245	-3	119995	1.000
22	83	S	0	92	882	199	0	51	1317	245	-3	119995	0.000
22	68	D	1	93	1260	198	0	50	939	245	-3	119995	0.000
22	83	S	0	94	1015	196	0	51	1180	245	-3	119995	0.000
22	83	S	0	95	901	198	0	51	1289	245	-3	119995	0.000
22	83	S	0	96	1969	199	0	49	230	245	-3	119995	0.000
22	68	D	1	97	973	198	0	51	1225	245	-3	119995	0.000
22	68	D	0	98	777	200	0	50	1422	245	-3	119995	1.000
22	83	S	1	99	852	199	0	51	1346	245	-3	119995	1.000
23	NULL	NULL	1	0	2253	198	0	51	NULL	241	-5	120005	0.000
23	NULL	NULL	0	1	2257	201	0	50	NULL	241	-5	120005	0.000
23	83	S	1	2	859	200	0	49	1341	241	-5	120005	1.000
23	68	D	1	3	834	201	0	51	1366	241	-5	120005	0.000
23	68	D	1	4	995	198	0	51	1203	241	-5	120005	0.000
23	83	S	1	5	775	198	0	51	1423	241	-5	120005	1.000
23	83	S	1	6	1036	198	0	51	1162	241	-5	120005	1.000
23	83	S	0	7	915	201	9	42	1285	241	-5	120005	0.000
23	83	S	1	8	934	198	0	51	1264	241	-5	120005	1.000
23	83	S	1	9	1865	199	0	51	334	241	-5	120005	1.000
23	68	D	0	11	737	201	0	49	1464	241	-5	120005	1.000
23	68	D	0	12	884	199	0	50	1316	241	-5	120005	1.000
23	83	S	1	13	1076	199	0	50	1124	241	-5	120005	1.000
23	68	D	1	14	1447	201	0	49	754	241	-5	120005	0.000
23	83	S	0	15	1224	198	0	51	982	241	-5	120005	0.000
23	83	S	1	16	714	198	0	51	1484	241	-5	120005	1.000
23	68	D	0	17	1595	198	0	42	612	241	-5	120005	1.000
23	68	D	0	18	926	201	0	49	1274	241	-5	120005	1.000
23	83	S	1	19	783	198	0	51	1414	241	-5	120005	1.000
23	NULL	NULL	0	20	2249	195	0	50	NULL	241	5	120192	0.000
23	NULL	NULL	0	21	2256	199	0	50	NULL	241	5	120192	0.000
23	83	S	0	22	430	198	0	49	1768	241	5	120192	0.000
23	68	D	0	23	708	200	0	51	1491	241	5	120192	1.000
23	68	D	0	24	840	200	0	50	1361	241	5	120192	1.000
23	68	D	0	25	888	200	0	49	1313	241	5	120192	1.000
23	83	S	0	26	843	200	0	51	1347	241	5	120192	0.000
23	83	S	1	27	780	199	0	51	1418	241	5	120192	1.000
23	68	D	0	28	1005	197	0	50	1193	241	5	120192	1.000
23	68	D	1	29	818	200	0	49	1382	241	5	120192	0.000
23	68	D	0	30	772	198	0	51	1426	241	5	120192	1.000
23	68	D	0	31	805	199	0	50	1395	241	5	120192	1.000
23	68	D	0	32	807	200	0	50	1393	241	5	120192	1.000
23	68	D	0	33	746	200	0	51	1453	241	5	120192	1.000
23	68	D	0	34	858	198	0	51	1340	241	5	120192	1.000
23	68	D	0	35	761	198	0	50	1437	241	5	120192	1.000
23	83	S	1	36	1034	199	0	50	1165	241	5	120192	1.000
23	83	S	1	37	939	199	0	51	1259	241	5	120192	1.000
23	83	S	1	38	908	198	0	51	1290	241	5	120192	1.000
23	83	S	1	39	927	200	0	49	1273	241	5	120192	1.000
23	NULL	NULL	0	40	2251	199	0	49	NULL	245	0	120002	0.000
23	NULL	NULL	0	41	2256	201	0	50	NULL	245	0	120002	0.000
23	NULL	NULL	0	42	2256	201	0	49	NULL	245	0	120002	0.000
23	NULL	NULL	0	43	2255	199	0	51	NULL	245	0	120002	0.000
23	83	S	0	44	337	197	0	50	1861	245	0	120002	0.000
23	83	S	0	45	706	200	0	50	1493	245	0	120002	0.000
23	68	D	0	46	468	200	0	51	1732	245	0	120002	1.000
23	68	D	1	47	562	199	0	51	1636	245	0	120002	0.000
23	68	D	1	48	963	200	0	50	1237	245	0	120002	0.000
23	68	D	0	49	902	201	0	50	1298	245	0	120002	1.000
23	83	S	0	50	1187	200	0	51	1012	245	0	120002	0.000
23	68	D	1	51	803	199	0	50	1396	245	0	120002	0.000
23	83	S	1	52	660	200	0	50	1540	245	0	120002	1.000
23	68	D	1	53	1043	200	0	51	1155	245	0	120002	0.000
23	83	S	1	54	642	199	0	51	1556	245	0	120002	1.000
23	68	D	0	55	710	202	0	49	1491	245	0	120002	1.000
23	83	S	0	56	1075	199	0	51	1123	245	0	120002	0.000
23	83	S	1	57	707	198	0	51	1490	245	0	120002	1.000
23	68	D	0	58	674	199	0	51	1525	245	0	120002	1.000
23	83	S	0	59	1022	197	0	51	1175	245	0	120002	0.000
23	83	S	1	60	471	200	0	51	1727	242	3	119995	1.000
23	83	S	0	61	565	199	0	50	1634	242	3	119995	0.000
23	83	S	0	62	577	197	0	51	1620	242	3	119995	0.000
23	68	D	0	63	640	199	0	49	1559	242	3	119995	1.000
23	83	S	0	64	1023	197	0	51	1173	242	3	119995	0.000
23	83	S	1	65	687	199	0	50	1513	242	3	119995	1.000
23	83	S	1	66	591	201	0	49	1610	242	3	119995	1.000
23	68	D	0	67	895	200	0	51	1304	242	3	119995	1.000
23	68	D	0	68	778	197	0	50	1420	242	3	119995	1.000
23	83	S	1	69	971	200	0	50	1229	242	3	119995	1.000
23	83	S	1	70	697	200	0	50	1504	242	3	119995	1.000
23	83	S	1	71	756	198	0	50	1442	242	3	119995	1.000
23	68	D	1	72	853	198	0	51	1345	242	3	119995	0.000
23	83	S	1	73	883	198	0	51	1315	242	3	119995	1.000
23	83	S	0	74	1122	202	0	49	1080	242	3	119995	0.000
23	83	S	1	75	1759	200	0	51	427	242	3	119995	1.000
23	83	S	1	76	795	199	0	51	1403	242	3	119995	1.000
23	83	S	1	77	778	198	0	51	1420	242	3	119995	1.000
23	68	D	0	78	801	194	0	51	1393	242	3	119995	1.000
23	83	S	1	79	613	200	0	49	1587	242	3	119995	1.000
23	83	S	1	80	577	199	0	51	1622	239	0	120011	1.000
23	83	S	1	81	667	198	0	50	1532	239	0	120011	1.000
23	68	D	0	82	1174	197	0	51	1023	239	0	120011	1.000
23	83	S	1	83	757	201	0	49	1443	239	0	120011	1.000
23	68	D	0	84	656	198	0	51	1542	239	0	120011	1.000
23	83	S	1	85	831	200	0	50	1370	239	0	120011	1.000
23	83	S	0	86	810	200	0	51	1389	239	0	120011	0.000
23	83	S	1	87	982	200	0	50	1219	239	0	120011	1.000
23	83	S	1	88	913	199	0	51	1286	239	0	120011	1.000
23	83	S	1	89	780	199	0	50	1420	239	0	120011	1.000
23	83	S	1	90	1208	201	0	50	993	239	0	120011	1.000
23	83	S	1	91	834	198	0	51	1364	239	0	120011	1.000
23	68	D	0	92	673	200	1	49	1527	239	0	120011	1.000
23	83	S	1	93	653	199	0	51	1546	239	0	120011	1.000
23	83	S	0	94	839	198	0	51	1359	239	0	120011	0.000
23	83	S	0	95	757	198	0	51	1443	239	0	120011	0.000
23	68	D	0	96	782	197	0	50	1415	239	0	120011	1.000
23	83	S	1	97	684	200	0	49	1516	239	0	120011	1.000
23	68	D	0	98	871	197	0	51	1326	239	0	120011	1.000
23	83	S	1	99	789	200	0	49	1412	239	0	120011	1.000
